COD_LICITACION;COD_PROVEEDOR;PRECIO_TOTAL_OFRECIDO;PRECIO_UNITARIO;CANTIDAD_PIENSA_PROVEER;FECHA_ESPERADA_ENTREGA;NUMERO_LOTE;FECHA_EXPIRACION_LOTE;
6024853;'ru61@uniandes.edu.co';136541;10503;13;TO_DATE('2013-08-29','YYYY-MM-DD');7202169;TO_DATE('2013-09-08','YYYY-MM-DD');
6024853;'soxo3@gmail.com';99270;4727;21;TO_DATE('2013-08-29','YYYY-MM-DD');400508;TO_DATE('2013-09-10','YYYY-MM-DD');
2426416;'bi18@yahoo.com';268682;26868;10;TO_DATE('2013-05-20','YYYY-MM-DD');7629621;TO_DATE('2014-03-05','YYYY-MM-DD');
2426416;'leju18@hotmail.com';158463;15846;10;TO_DATE('2013-05-23','YYYY-MM-DD');5030299;TO_DATE('2013-12-28','YYYY-MM-DD');
2426416;'lodi27@hotmail.com';97773;9777;10;TO_DATE('2013-05-23','YYYY-MM-DD');9989603;TO_DATE('2013-10-15','YYYY-MM-DD');
2426416;'pavi78@uniandes.edu.co';53744;5374;10;TO_DATE('2013-05-14','YYYY-MM-DD');8488731;TO_DATE('2014-03-10','YYYY-MM-DD');
2426416;'vazi20@hotmail.com';278990;27899;10;TO_DATE('2013-05-22','YYYY-MM-DD');5286209;TO_DATE('2014-01-03','YYYY-MM-DD');
2426416;'xe60@hotmail.com';152333;11717;13;TO_DATE('2013-05-23','YYYY-MM-DD');4290794;TO_DATE('2014-03-04','YYYY-MM-DD');
4367578;'bi18@yahoo.com';226168;11308;20;TO_DATE('2014-04-24','YYYY-MM-DD');5565750;TO_DATE('2014-08-24','YYYY-MM-DD');
4367578;'li12@yahoo.com';133646;7424;18;TO_DATE('2014-04-28','YYYY-MM-DD');1443927;TO_DATE('2014-12-02','YYYY-MM-DD');
4367578;'lodi27@hotmail.com';270929;9342;29;TO_DATE('2014-04-27','YYYY-MM-DD');6620363;TO_DATE('2014-10-16','YYYY-MM-DD');
4367578;'mo36@gmail.com';254303;14127;18;TO_DATE('2014-04-26','YYYY-MM-DD');7180020;TO_DATE('2014-09-16','YYYY-MM-DD');
4367578;'nese28@uniandes.edu.co';179101;9950;18;TO_DATE('2014-04-22','YYYY-MM-DD');483244;TO_DATE('2014-11-12','YYYY-MM-DD');
4367578;'xe60@hotmail.com';38494;2138;18;TO_DATE('2014-04-22','YYYY-MM-DD');8124267;TO_DATE('2014-10-09','YYYY-MM-DD');
2690855;'ceti18@hotmail.com';165514;5911;28;TO_DATE('2013-05-26','YYYY-MM-DD');1173093;TO_DATE('2013-06-03','YYYY-MM-DD');
2690855;'juzo69@yahoo.com';193780;11398;17;TO_DATE('2013-05-20','YYYY-MM-DD');9765228;TO_DATE('2013-05-31','YYYY-MM-DD');
2690855;'na80@gmail.com';31950;1879;17;TO_DATE('2013-05-22','YYYY-MM-DD');4888052;TO_DATE('2013-05-31','YYYY-MM-DD');
2690855;'ru61@uniandes.edu.co';38969;1257;31;TO_DATE('2013-05-25','YYYY-MM-DD');6472837;TO_DATE('2013-06-06','YYYY-MM-DD');
2690855;'sopu71@gmail.com';88557;5209;17;TO_DATE('2013-05-26','YYYY-MM-DD');1358955;TO_DATE('2013-06-03','YYYY-MM-DD');
2690855;'tayu63@gmail.com';35672;1321;27;TO_DATE('2013-05-21','YYYY-MM-DD');5297206;TO_DATE('2013-06-03','YYYY-MM-DD');
2690855;'vomu47@yahoo.com';42057;2473;17;TO_DATE('2013-05-29','YYYY-MM-DD');8192355;TO_DATE('2013-06-12','YYYY-MM-DD');
2690855;'yi85@uniandes.edu.co';188584;11093;17;TO_DATE('2013-05-28','YYYY-MM-DD');2444982;TO_DATE('2013-06-07','YYYY-MM-DD');
2869196;'bi18@yahoo.com';95014;23753;4;TO_DATE('2013-10-11','YYYY-MM-DD');8037860;TO_DATE('2014-07-03','YYYY-MM-DD');
2869196;'leju18@hotmail.com';98521;24630;4;TO_DATE('2013-10-15','YYYY-MM-DD');9038326;TO_DATE('2014-08-11','YYYY-MM-DD');
2869196;'lodi27@hotmail.com';207744;34624;6;TO_DATE('2013-10-06','YYYY-MM-DD');9153666;TO_DATE('2014-07-24','YYYY-MM-DD');
2869196;'tu39@yahoo.com';76138;19034;4;TO_DATE('2013-10-06','YYYY-MM-DD');9261547;TO_DATE('2014-04-09','YYYY-MM-DD');
2869196;'xuya77@hotmail.com';288915;48152;6;TO_DATE('2013-10-15','YYYY-MM-DD');4638696;TO_DATE('2014-07-15','YYYY-MM-DD');
5552593;'ceti18@hotmail.com';26086;2173;12;TO_DATE('2013-12-12','YYYY-MM-DD');9933536;TO_DATE('2013-12-26','YYYY-MM-DD');
5552593;'du32@hotmail.com';230534;16466;14;TO_DATE('2013-12-16','YYYY-MM-DD');4664454;TO_DATE('2013-12-25','YYYY-MM-DD');
5552593;'fo67@yahoo.com';175418;10963;16;TO_DATE('2013-12-16','YYYY-MM-DD');3050908;TO_DATE('2013-12-26','YYYY-MM-DD');
5552593;'jaqe80@uniandes.edu.co';259827;17321;15;TO_DATE('2013-12-12','YYYY-MM-DD');7252887;TO_DATE('2013-12-22','YYYY-MM-DD');
5552593;'na80@gmail.com';227411;16243;14;TO_DATE('2013-12-14','YYYY-MM-DD');2992061;TO_DATE('2013-12-27','YYYY-MM-DD');
5552593;'pa82@uniandes.edu.co';280671;28067;10;TO_DATE('2013-12-21','YYYY-MM-DD');8421304;TO_DATE('2014-01-04','YYYY-MM-DD');
5552593;'soxo3@gmail.com';25052;1927;13;TO_DATE('2013-12-16','YYYY-MM-DD');71215;TO_DATE('2013-12-25','YYYY-MM-DD');
5552593;'xa62@uniandes.edu.co';184263;18426;10;TO_DATE('2013-12-21','YYYY-MM-DD');3446129;TO_DATE('2013-12-30','YYYY-MM-DD');
1862415;'ce47@uniandes.edu.co';242523;48504;5;TO_DATE('2013-06-16','YYYY-MM-DD');5405505;TO_DATE('2013-06-24','YYYY-MM-DD');
1862415;'ru61@uniandes.edu.co';146816;29363;5;TO_DATE('2013-06-15','YYYY-MM-DD');3161235;TO_DATE('2013-06-24','YYYY-MM-DD');
9560801;'fo67@yahoo.com';171123;42780;4;TO_DATE('2013-12-19','YYYY-MM-DD');7775331;TO_DATE('2013-12-27','YYYY-MM-DD');
8797457;'go36@gmail.com';39695;1984;20;TO_DATE('2013-08-03','YYYY-MM-DD');4561112;TO_DATE('2015-06-17','YYYY-MM-DD');
8797457;'pixu63@uniandes.edu.co';189800;4994;38;TO_DATE('2013-08-11','YYYY-MM-DD');153404;TO_DATE('2015-07-21','YYYY-MM-DD');
8797457;'po62@yahoo.com';205449;10272;20;TO_DATE('2013-08-07','YYYY-MM-DD');1750185;TO_DATE('2014-08-18','YYYY-MM-DD');
8797457;'to91@gmail.com';263322;13166;20;TO_DATE('2013-08-06','YYYY-MM-DD');4328900;TO_DATE('2015-03-18','YYYY-MM-DD');
8797457;'vi15@gmail.com';227421;9475;24;TO_DATE('2013-08-07','YYYY-MM-DD');7705361;TO_DATE('2015-04-19','YYYY-MM-DD');
8797457;'xuze3@yahoo.com';37093;1854;20;TO_DATE('2013-08-11','YYYY-MM-DD');7970128;TO_DATE('2015-05-14','YYYY-MM-DD');
8797457;'zufo3@hotmail.com';207746;10387;20;TO_DATE('2013-08-05','YYYY-MM-DD');1030483;TO_DATE('2014-10-06','YYYY-MM-DD');
7276950;'du32@hotmail.com';216959;15497;14;TO_DATE('2013-07-02','YYYY-MM-DD');9577048;TO_DATE('2013-07-11','YYYY-MM-DD');
7276950;'juzo69@yahoo.com';98658;7047;14;TO_DATE('2013-07-08','YYYY-MM-DD');9085878;TO_DATE('2013-07-15','YYYY-MM-DD');
7276950;'le97@uniandes.edu.co';146403;10457;14;TO_DATE('2013-06-29','YYYY-MM-DD');315717;TO_DATE('2013-07-11','YYYY-MM-DD');
7276950;'paki19@yahoo.com';118293;7393;16;TO_DATE('2013-07-07','YYYY-MM-DD');1898468;TO_DATE('2013-07-16','YYYY-MM-DD');
7276950;'vomu47@yahoo.com';106638;7617;14;TO_DATE('2013-07-05','YYYY-MM-DD');5679052;TO_DATE('2013-07-12','YYYY-MM-DD');
3731324;'du32@hotmail.com';197762;9417;21;TO_DATE('2014-03-29','YYYY-MM-DD');3589175;TO_DATE('2014-04-07','YYYY-MM-DD');
3731324;'joca23@hotmail.com';158257;4396;36;TO_DATE('2014-03-24','YYYY-MM-DD');3987028;TO_DATE('2014-04-03','YYYY-MM-DD');
3731324;'pa82@uniandes.edu.co';251544;8114;31;TO_DATE('2014-03-21','YYYY-MM-DD');7501841;TO_DATE('2014-04-02','YYYY-MM-DD');
3731324;'paki19@yahoo.com';208170;5782;36;TO_DATE('2014-03-26','YYYY-MM-DD');1684903;TO_DATE('2014-04-04','YYYY-MM-DD');
3731324;'xiju86@hotmail.com';117755;4205;28;TO_DATE('2014-03-23','YYYY-MM-DD');2908751;TO_DATE('2014-04-01','YYYY-MM-DD');
3666853;'ce47@uniandes.edu.co';187432;62477;3;TO_DATE('2013-07-23','YYYY-MM-DD');4507410;TO_DATE('2013-07-30','YYYY-MM-DD');
3666853;'du32@hotmail.com';143795;47931;3;TO_DATE('2013-07-23','YYYY-MM-DD');5158515;TO_DATE('2013-07-30','YYYY-MM-DD');
3666853;'joca23@hotmail.com';248063;49612;5;TO_DATE('2013-07-27','YYYY-MM-DD');9867447;TO_DATE('2013-08-04','YYYY-MM-DD');
3666853;'pa82@uniandes.edu.co';255372;85124;3;TO_DATE('2013-07-28','YYYY-MM-DD');4873479;TO_DATE('2013-08-05','YYYY-MM-DD');
3666853;'paki19@yahoo.com';111686;37228;3;TO_DATE('2013-07-29','YYYY-MM-DD');7077572;TO_DATE('2013-08-12','YYYY-MM-DD');
3666853;'ru61@uniandes.edu.co';13618;2269;6;TO_DATE('2013-07-22','YYYY-MM-DD');9269321;TO_DATE('2013-08-05','YYYY-MM-DD');
3666853;'sopu71@gmail.com';148163;37040;4;TO_DATE('2013-07-28','YYYY-MM-DD');2483688;TO_DATE('2013-08-06','YYYY-MM-DD');
3666853;'soxo3@gmail.com';139584;46528;3;TO_DATE('2013-07-29','YYYY-MM-DD');6795405;TO_DATE('2013-08-09','YYYY-MM-DD');
3666853;'yi85@uniandes.edu.co';29376;9792;3;TO_DATE('2013-07-23','YYYY-MM-DD');8337268;TO_DATE('2013-08-05','YYYY-MM-DD');
3824594;'guwa51@hotmail.com';88150;3390;26;TO_DATE('2013-07-01','YYYY-MM-DD');1112585;TO_DATE('2013-07-10','YYYY-MM-DD');
3824594;'juzo69@yahoo.com';186282;6899;27;TO_DATE('2013-06-30','YYYY-MM-DD');7485814;TO_DATE('2013-07-12','YYYY-MM-DD');
3824594;'lu70@gmail.com';108956;5734;19;TO_DATE('2013-06-30','YYYY-MM-DD');1618867;TO_DATE('2013-07-11','YYYY-MM-DD');
3824594;'na80@gmail.com';60413;3179;19;TO_DATE('2013-07-07','YYYY-MM-DD');2757998;TO_DATE('2013-07-16','YYYY-MM-DD');
3824594;'tayu63@gmail.com';98134;3383;29;TO_DATE('2013-07-02','YYYY-MM-DD');2271869;TO_DATE('2013-07-13','YYYY-MM-DD');
3824594;'ti55@uniandes.edu.co';185245;9749;19;TO_DATE('2013-07-01','YYYY-MM-DD');6930258;TO_DATE('2013-07-12','YYYY-MM-DD');
3824594;'vima99@yahoo.com';85786;3899;22;TO_DATE('2013-07-01','YYYY-MM-DD');2543165;TO_DATE('2013-07-12','YYYY-MM-DD');
9935887;'dixu22@yahoo.com';280813;140406;2;TO_DATE('2013-05-27','YYYY-MM-DD');7040638;TO_DATE('2014-12-12','YYYY-MM-DD');
9935887;'peqe75@gmail.com';71959;35979;2;TO_DATE('2013-05-29','YYYY-MM-DD');8149161;TO_DATE('2014-12-29','YYYY-MM-DD');
9935887;'pixu63@uniandes.edu.co';146999;73499;2;TO_DATE('2013-05-28','YYYY-MM-DD');8263079;TO_DATE('2014-08-20','YYYY-MM-DD');
9935887;'vi15@gmail.com';101026;25256;4;TO_DATE('2013-05-23','YYYY-MM-DD');4822231;TO_DATE('2014-08-14','YYYY-MM-DD');
9935887;'zufo3@hotmail.com';268327;89442;3;TO_DATE('2013-05-26','YYYY-MM-DD');7033989;TO_DATE('2015-01-25','YYYY-MM-DD');
929003;'qe95@uniandes.edu.co';101672;4066;25;TO_DATE('2014-03-11','YYYY-MM-DD');4891928;TO_DATE('2014-11-21','YYYY-MM-DD');
929003;'re16@uniandes.edu.co';195934;8906;22;TO_DATE('2014-03-15','YYYY-MM-DD');6922681;TO_DATE('2014-10-01','YYYY-MM-DD');
1234327;'bu86@yahoo.com';59617;11923;5;TO_DATE('2013-06-12','YYYY-MM-DD');7119533;TO_DATE('2014-09-25','YYYY-MM-DD');
1234327;'dixu22@yahoo.com';107641;10764;10;TO_DATE('2013-06-03','YYYY-MM-DD');6329326;TO_DATE('2014-11-04','YYYY-MM-DD');
1234327;'go36@gmail.com';253845;50769;5;TO_DATE('2013-06-11','YYYY-MM-DD');2157331;TO_DATE('2014-11-30','YYYY-MM-DD');
1234327;'hexo12@yahoo.com';283689;56737;5;TO_DATE('2013-06-02','YYYY-MM-DD');4224068;TO_DATE('2015-05-29','YYYY-MM-DD');
1234327;'kido42@uniandes.edu.co';115034;12781;9;TO_DATE('2013-06-12','YYYY-MM-DD');7432796;TO_DATE('2014-12-02','YYYY-MM-DD');
1234327;'lo35@uniandes.edu.co';269871;44978;6;TO_DATE('2013-06-12','YYYY-MM-DD');7931365;TO_DATE('2015-04-22','YYYY-MM-DD');
1234327;'qaco88@gmail.com';257851;51570;5;TO_DATE('2013-06-07','YYYY-MM-DD');1225099;TO_DATE('2014-10-29','YYYY-MM-DD');
1234327;'vi15@gmail.com';176800;35360;5;TO_DATE('2013-06-09','YYYY-MM-DD');2864928;TO_DATE('2015-01-30','YYYY-MM-DD');
2218282;'ceti18@hotmail.com';90920;5051;18;TO_DATE('2013-12-08','YYYY-MM-DD');7578757;TO_DATE('2013-12-22','YYYY-MM-DD');
2218282;'fo67@yahoo.com';17030;655;26;TO_DATE('2013-12-03','YYYY-MM-DD');7107629;TO_DATE('2013-12-16','YYYY-MM-DD');
2218282;'sopu71@gmail.com';217418;12789;17;TO_DATE('2013-12-07','YYYY-MM-DD');8427289;TO_DATE('2013-12-17','YYYY-MM-DD');
2218282;'soxo3@gmail.com';88593;4429;20;TO_DATE('2013-12-07','YYYY-MM-DD');3051165;TO_DATE('2013-12-16','YYYY-MM-DD');
2218282;'tayu63@gmail.com';56443;3320;17;TO_DATE('2013-12-06','YYYY-MM-DD');1549358;TO_DATE('2013-12-19','YYYY-MM-DD');
8279613;'ti55@uniandes.edu.co';88339;4907;18;TO_DATE('2014-01-26','YYYY-MM-DD');555516;TO_DATE('2014-02-07','YYYY-MM-DD');
8279613;'vomu47@yahoo.com';285178;8641;33;TO_DATE('2014-02-02','YYYY-MM-DD');6782687;TO_DATE('2014-02-09','YYYY-MM-DD');
3555781;'bilu91@gmail.com';213523;13345;16;TO_DATE('2013-05-27','YYYY-MM-DD');7674468;TO_DATE('2013-10-31','YYYY-MM-DD');
3555781;'fu41@hotmail.com';257628;18402;14;TO_DATE('2013-05-30','YYYY-MM-DD');2793133;TO_DATE('2014-01-22','YYYY-MM-DD');
3555781;'lu59@uniandes.edu.co';221324;15808;14;TO_DATE('2013-05-30','YYYY-MM-DD');4876284;TO_DATE('2013-10-26','YYYY-MM-DD');
3555781;'qe95@uniandes.edu.co';82450;2944;28;TO_DATE('2013-05-29','YYYY-MM-DD');9440215;TO_DATE('2013-09-29','YYYY-MM-DD');
3555781;'seqo49@uniandes.edu.co';280972;20069;14;TO_DATE('2013-06-02','YYYY-MM-DD');8962766;TO_DATE('2013-10-22','YYYY-MM-DD');
3555781;'to8@yahoo.com';77079;5505;14;TO_DATE('2013-06-03','YYYY-MM-DD');4192449;TO_DATE('2013-11-16','YYYY-MM-DD');
3555781;'ya84@uniandes.edu.co';105083;7505;14;TO_DATE('2013-05-29','YYYY-MM-DD');4801886;TO_DATE('2013-09-09','YYYY-MM-DD');
4150971;'du32@hotmail.com';43799;7299;6;TO_DATE('2013-05-25','YYYY-MM-DD');284470;TO_DATE('2013-06-02','YYYY-MM-DD');
4150971;'guwa51@hotmail.com';270898;30099;9;TO_DATE('2013-05-20','YYYY-MM-DD');558427;TO_DATE('2013-05-27','YYYY-MM-DD');
4150971;'paki19@yahoo.com';208702;20870;10;TO_DATE('2013-05-19','YYYY-MM-DD');5286142;TO_DATE('2013-06-01','YYYY-MM-DD');
4150971;'ru61@uniandes.edu.co';283027;35378;8;TO_DATE('2013-05-24','YYYY-MM-DD');8417856;TO_DATE('2013-06-01','YYYY-MM-DD');
4150971;'tayu63@gmail.com';45126;7521;6;TO_DATE('2013-05-16','YYYY-MM-DD');4185831;TO_DATE('2013-05-25','YYYY-MM-DD');
4150971;'xa62@uniandes.edu.co';16993;2832;6;TO_DATE('2013-05-24','YYYY-MM-DD');1490505;TO_DATE('2013-05-31','YYYY-MM-DD');
5858792;'fu41@hotmail.com';10749;977;11;TO_DATE('2014-01-12','YYYY-MM-DD');7097011;TO_DATE('2014-10-04','YYYY-MM-DD');
5858792;'li12@yahoo.com';108184;9834;11;TO_DATE('2014-01-07','YYYY-MM-DD');6689849;TO_DATE('2014-08-11','YYYY-MM-DD');
5858792;'mo36@gmail.com';269926;24538;11;TO_DATE('2014-01-05','YYYY-MM-DD');2503849;TO_DATE('2014-10-30','YYYY-MM-DD');
5858792;'roha13@uniandes.edu.co';281633;25603;11;TO_DATE('2014-01-14','YYYY-MM-DD');3076432;TO_DATE('2014-07-26','YYYY-MM-DD');
5858792;'seqo49@uniandes.edu.co';149265;11481;13;TO_DATE('2014-01-13','YYYY-MM-DD');3798821;TO_DATE('2014-07-09','YYYY-MM-DD');
5858792;'to8@yahoo.com';82388;6337;13;TO_DATE('2014-01-06','YYYY-MM-DD');2914209;TO_DATE('2014-06-07','YYYY-MM-DD');
5858792;'vazi20@hotmail.com';257066;11684;22;TO_DATE('2014-01-05','YYYY-MM-DD');5831138;TO_DATE('2014-08-30','YYYY-MM-DD');
5858792;'xe60@hotmail.com';52333;3738;14;TO_DATE('2014-01-10','YYYY-MM-DD');417963;TO_DATE('2014-09-24','YYYY-MM-DD');
5858792;'ya84@uniandes.edu.co';189790;17253;11;TO_DATE('2014-01-11','YYYY-MM-DD');6586235;TO_DATE('2014-05-09','YYYY-MM-DD');
7914664;'go36@gmail.com';18760;3752;5;TO_DATE('2014-01-15','YYYY-MM-DD');9045563;TO_DATE('2015-05-22','YYYY-MM-DD');
7914664;'qaco88@gmail.com';292465;58493;5;TO_DATE('2014-01-05','YYYY-MM-DD');4722932;TO_DATE('2015-12-21','YYYY-MM-DD');
7914664;'to91@gmail.com';238121;26457;9;TO_DATE('2014-01-10','YYYY-MM-DD');7646263;TO_DATE('2015-06-08','YYYY-MM-DD');
7914664;'vi15@gmail.com';136438;15159;9;TO_DATE('2014-01-08','YYYY-MM-DD');6225569;TO_DATE('2015-11-14','YYYY-MM-DD');
7771840;'hexo12@yahoo.com';44106;11026;4;TO_DATE('2014-01-07','YYYY-MM-DD');3088440;TO_DATE('2015-11-14','YYYY-MM-DD');
7771840;'peqe75@gmail.com';166110;41527;4;TO_DATE('2013-12-29','YYYY-MM-DD');6925075;TO_DATE('2015-07-28','YYYY-MM-DD');
7771840;'qaco88@gmail.com';139777;34944;4;TO_DATE('2014-01-07','YYYY-MM-DD');1524689;TO_DATE('2015-04-03','YYYY-MM-DD');
690942;'ce47@uniandes.edu.co';200014;9091;22;TO_DATE('2014-02-25','YYYY-MM-DD');559769;TO_DATE('2014-03-11','YYYY-MM-DD');
690942;'du32@hotmail.com';78456;2705;29;TO_DATE('2014-02-24','YYYY-MM-DD');9919480;TO_DATE('2014-03-10','YYYY-MM-DD');
690942;'fo67@yahoo.com';30873;1102;28;TO_DATE('2014-03-02','YYYY-MM-DD');7553548;TO_DATE('2014-03-12','YYYY-MM-DD');
690942;'joca23@hotmail.com';188270;12551;15;TO_DATE('2014-02-24','YYYY-MM-DD');4035881;TO_DATE('2014-03-06','YYYY-MM-DD');
690942;'ke46@gmail.com';244786;16319;15;TO_DATE('2014-02-23','YYYY-MM-DD');8160403;TO_DATE('2014-03-04','YYYY-MM-DD');
690942;'ko62@hotmail.com';248497;16566;15;TO_DATE('2014-03-02','YYYY-MM-DD');6577118;TO_DATE('2014-03-12','YYYY-MM-DD');
690942;'na80@gmail.com';207440;8297;25;TO_DATE('2014-02-22','YYYY-MM-DD');8282434;TO_DATE('2014-03-04','YYYY-MM-DD');
690942;'vima99@yahoo.com';175439;7309;24;TO_DATE('2014-03-01','YYYY-MM-DD');4197768;TO_DATE('2014-03-08','YYYY-MM-DD');
1738000;'bu86@yahoo.com';238710;39785;6;TO_DATE('2013-12-10','YYYY-MM-DD');6765127;TO_DATE('2015-07-31','YYYY-MM-DD');
1738000;'dixu22@yahoo.com';79765;13294;6;TO_DATE('2013-12-05','YYYY-MM-DD');6355933;TO_DATE('2015-08-26','YYYY-MM-DD');
1738000;'lo35@uniandes.edu.co';47189;9437;5;TO_DATE('2013-12-01','YYYY-MM-DD');4188562;TO_DATE('2015-01-26','YYYY-MM-DD');
1738000;'pixu63@uniandes.edu.co';103613;17268;6;TO_DATE('2013-12-10','YYYY-MM-DD');1160076;TO_DATE('2015-12-08','YYYY-MM-DD');
1738000;'po62@yahoo.com';15457;3091;5;TO_DATE('2013-12-07','YYYY-MM-DD');7091469;TO_DATE('2015-05-02','YYYY-MM-DD');
1738000;'vu53@hotmail.com';241680;48336;5;TO_DATE('2013-12-05','YYYY-MM-DD');7961997;TO_DATE('2014-12-22','YYYY-MM-DD');
4054458;'lu59@uniandes.edu.co';295174;14758;20;TO_DATE('2014-02-22','YYYY-MM-DD');3772313;TO_DATE('2014-07-10','YYYY-MM-DD');
4054458;'ne45@yahoo.com';197549;14110;14;TO_DATE('2014-02-15','YYYY-MM-DD');136143;TO_DATE('2014-06-18','YYYY-MM-DD');
4054458;'pavi78@uniandes.edu.co';291453;11209;26;TO_DATE('2014-02-16','YYYY-MM-DD');5831533;TO_DATE('2014-12-11','YYYY-MM-DD');
4054458;'qe95@uniandes.edu.co';113938;8764;13;TO_DATE('2014-02-21','YYYY-MM-DD');1615024;TO_DATE('2014-12-05','YYYY-MM-DD');
4054458;'re16@uniandes.edu.co';11606;580;20;TO_DATE('2014-02-20','YYYY-MM-DD');6252212;TO_DATE('2014-06-21','YYYY-MM-DD');
4054458;'roha13@uniandes.edu.co';107130;5356;20;TO_DATE('2014-02-23','YYYY-MM-DD');7711879;TO_DATE('2014-08-16','YYYY-MM-DD');
8832472;'pixu63@uniandes.edu.co';257784;7811;33;TO_DATE('2013-08-10','YYYY-MM-DD');1112013;TO_DATE('2014-09-17','YYYY-MM-DD');
8832472;'po62@yahoo.com';82699;4594;18;TO_DATE('2013-08-12','YYYY-MM-DD');1046336;TO_DATE('2014-12-28','YYYY-MM-DD');
5015344;'ceti18@hotmail.com';241069;18543;13;TO_DATE('2014-03-21','YYYY-MM-DD');3094859;TO_DATE('2014-04-02','YYYY-MM-DD');
5015344;'jaqe80@uniandes.edu.co';266540;11105;24;TO_DATE('2014-03-22','YYYY-MM-DD');1459474;TO_DATE('2014-04-04','YYYY-MM-DD');
5015344;'le97@uniandes.edu.co';224219;16015;14;TO_DATE('2014-03-26','YYYY-MM-DD');401517;TO_DATE('2014-04-03','YYYY-MM-DD');
5015344;'na80@gmail.com';138715;6031;23;TO_DATE('2014-03-19','YYYY-MM-DD');3547495;TO_DATE('2014-03-30','YYYY-MM-DD');
5015344;'pa82@uniandes.edu.co';58576;4505;13;TO_DATE('2014-03-25','YYYY-MM-DD');2544007;TO_DATE('2014-04-03','YYYY-MM-DD');
5015344;'paki19@yahoo.com';37419;2878;13;TO_DATE('2014-03-23','YYYY-MM-DD');4911264;TO_DATE('2014-03-31','YYYY-MM-DD');
5015344;'ru61@uniandes.edu.co';281321;11252;25;TO_DATE('2014-03-28','YYYY-MM-DD');7901894;TO_DATE('2014-04-09','YYYY-MM-DD');
5015344;'tayu63@gmail.com';296580;22813;13;TO_DATE('2014-03-20','YYYY-MM-DD');1825454;TO_DATE('2014-04-02','YYYY-MM-DD');
5015344;'yi85@uniandes.edu.co';30987;1191;26;TO_DATE('2014-03-27','YYYY-MM-DD');2001904;TO_DATE('2014-04-03','YYYY-MM-DD');
2825800;'mo36@gmail.com';159505;8861;18;TO_DATE('2014-02-21','YYYY-MM-DD');9244922;TO_DATE('2014-12-11','YYYY-MM-DD');
335484;'to91@gmail.com';81379;6259;13;TO_DATE('2014-01-26','YYYY-MM-DD');2441914;TO_DATE('2015-12-18','YYYY-MM-DD');
3474917;'fo67@yahoo.com';136141;136141;1;TO_DATE('2014-03-24','YYYY-MM-DD');7690689;TO_DATE('2014-04-02','YYYY-MM-DD');
3474917;'guwa51@hotmail.com';52487;26243;2;TO_DATE('2014-03-28','YYYY-MM-DD');2137984;TO_DATE('2014-04-05','YYYY-MM-DD');
3474917;'joca23@hotmail.com';167940;83970;2;TO_DATE('2014-03-22','YYYY-MM-DD');6445230;TO_DATE('2014-04-05','YYYY-MM-DD');
3474917;'juzo69@yahoo.com';180430;180430;1;TO_DATE('2014-03-28','YYYY-MM-DD');7855025;TO_DATE('2014-04-10','YYYY-MM-DD');
3474917;'le97@uniandes.edu.co';98792;49396;2;TO_DATE('2014-03-27','YYYY-MM-DD');9274801;TO_DATE('2014-04-04','YYYY-MM-DD');
3474917;'pa82@uniandes.edu.co';239747;119873;2;TO_DATE('2014-03-23','YYYY-MM-DD');4128114;TO_DATE('2014-04-06','YYYY-MM-DD');
3474917;'sopu71@gmail.com';48052;48052;1;TO_DATE('2014-03-28','YYYY-MM-DD');6006613;TO_DATE('2014-04-05','YYYY-MM-DD');
3474917;'soxo3@gmail.com';242598;242598;1;TO_DATE('2014-03-25','YYYY-MM-DD');7786430;TO_DATE('2014-04-07','YYYY-MM-DD');
3474917;'ti55@uniandes.edu.co';65530;65530;1;TO_DATE('2014-03-26','YYYY-MM-DD');2247489;TO_DATE('2014-04-07','YYYY-MM-DD');
3474917;'vomu47@yahoo.com';127200;63600;2;TO_DATE('2014-03-22','YYYY-MM-DD');6723251;TO_DATE('2014-04-04','YYYY-MM-DD');
3474917;'yi85@uniandes.edu.co';127490;127490;1;TO_DATE('2014-03-25','YYYY-MM-DD');5452748;TO_DATE('2014-04-04','YYYY-MM-DD');
3711694;'bu86@yahoo.com';138847;13884;10;TO_DATE('2013-10-28','YYYY-MM-DD');9664689;TO_DATE('2014-11-19','YYYY-MM-DD');
4553309;'lu59@uniandes.edu.co';190846;13631;14;TO_DATE('2013-09-07','YYYY-MM-DD');6863344;TO_DATE('2014-05-15','YYYY-MM-DD');
4553309;'ne45@yahoo.com';272089;38869;7;TO_DATE('2013-09-09','YYYY-MM-DD');4722601;TO_DATE('2014-01-11','YYYY-MM-DD');
4553309;'nese28@uniandes.edu.co';227056;25228;9;TO_DATE('2013-09-13','YYYY-MM-DD');4591562;TO_DATE('2014-04-04','YYYY-MM-DD');
4553309;'ya84@uniandes.edu.co';20112;1547;13;TO_DATE('2013-09-09','YYYY-MM-DD');7190333;TO_DATE('2014-06-07','YYYY-MM-DD');
1275655;'lu70@gmail.com';186634;31105;6;TO_DATE('2014-02-22','YYYY-MM-DD');2393162;TO_DATE('2014-03-05','YYYY-MM-DD');
1275655;'rola90@uniandes.edu.co';291396;48566;6;TO_DATE('2014-02-16','YYYY-MM-DD');6166625;TO_DATE('2014-03-01','YYYY-MM-DD');
1275655;'sopu71@gmail.com';160916;26819;6;TO_DATE('2014-02-14','YYYY-MM-DD');6313385;TO_DATE('2014-02-24','YYYY-MM-DD');
